0,139.460025,35.595017
1,139.463866,35.598940
2,139.471700,35.593678
3,139.467006,35.600335
4,139.476457,35.597946
5,139.463482,35.599743
6,139.474210,35.594217
7,139.466080,35.586240
8,139.461828,35.591831
9,139.462946,35.588654
10,139.479771,35.593131
11,139.462382,35.586075
12,139.460178,35.592046
13,139.470633,35.595139
14,139.472035,35.595715
15,139.463325,35.596609
16,139.469016,35.591634
17,139.461141,35.595723
18,139.475666,35.598842
19,139.470398,35.590831
20,139.477519,35.597627
21,139.479118,35.600811
22,139.470787,35.588277
23,139.469242,35.589765
24,139.477245,35.589354
25,139.475593,35.599498
26,139.479936,35.601995
27,139.472230,35.592279
28,139.465324,35.590756
29,139.476803,35.586380
30,139.467517,35.587482
31,139.473544,35.586899
32,139.460176,35.600701
33,139.465518,35.590366
34,139.471758,35.597059
35,139.476752,35.597624
36,139.469699,35.589286
37,139.474875,35.593495
38,139.469159,35.601186
39,139.474889,35.587732
40,139.471981,35.592164
41,139.474700,35.595743
42,139.471448,35.591781
43,139.463031,35.589602
44,139.468503,35.598846
45,139.470342,35.601840
46,139.475031,35.591529
47,139.463380,35.596517
48,139.469838,35.587017
49,139.473995,35.594077
50,139.462950,35.601193
51,139.462832,35.600482
52,139.473858,35.590849
53,139.468531,35.587126
54,139.479332,35.596931
55,139.463065,35.600036
56,139.476434,35.595313
57,139.463827,35.588846
58,139.476344,35.593604
59,139.463111,35.594063
60,139.474640,35.592489
61,139.465592,35.595100
62,139.473645,35.598094
63,139.474438,35.593605
64,139.462460,35.591885
65,139.476694,35.586562
66,139.470340,35.596608
67,139.468524,35.587675
68,139.478987,35.600742
69,139.470991,35.591536
70,139.469434,35.592000
71,139.476940,35.591070
72,139.469122,35.590350
73,139.479659,35.590765
74,139.474784,35.595076
75,139.463920,35.598181
76,139.476789,35.592362
77,139.470018,35.600243
78,139.460549,35.601914
79,139.471452,35.586808
80,139.470627,35.589105
81,139.476861,35.596028
82,139.473152,35.589166
83,139.476843,35.587973
84,139.462199,35.597890
85,139.466281,35.601057
86,139.465722,35.591381
87,139.462805,35.597729
88,139.476692,35.597328
89,139.472005,35.597955
90,139.465054,35.588312
91,139.460032,35.586976
92,139.476125,35.599642
93,139.464212,35.587850
94,139.471064,35.586228
95,139.462275,35.593272
96,139.475044,35.596978
97,139.470869,35.587182
98,139.468734,35.589231
99,139.473924,35.590646
